id,caseId,createdAt,updatedAt,priorityChanged,activity,priority,deadline,status,details
"ed866825-c9aa-4506-85a6-acd5581f1df3","12434037-015b-475b-836a-16624a48c623","2024-12-09T16:43:27.729328Z","2024-12-10T14:50:53.647603Z","2024-12-09T16:43:27.729328Z",REPLACEMENT,HIGH,2024-01-28T00:00:00Z,COMPLETED,"Plan Rotor Shaft/Bearing/RE replacement."
"733bda57-9271-4558-b5eb-6946dd199099","4f2b661a-2750-481c-a45d-0b1c1532e51a","2024-12-09T16:43:57.016390Z","2024-12-09T17:50:55.245480Z","2024-12-09T16:45:14.383917Z",REPLACEMENT,HIGH,2024-12-24T15:55:08.764Z,COMPLETED,"Plan Gearbox replacement."
"3b0ed745-b3f8-4842-aaa1-097516cf6421","d8da3ef2-3171-4dfa-ac5f-b660554a1054","2024-12-09T16:57:06.297154Z","2024-12-09T16:57:06.297154Z","2024-12-09T16:57:06.297154Z",BORESCOPE_INSPECTION,HIGH,2024-12-24T15:55:08.764Z,REQUIRED,"1. Perform thorough de-grease of Rotor Shaft/Bearing/RE. Note condition of removed grease and optionally, save sample for analysis
2. Perform careful photographic inspection of inner ring, outer ring, and rolling element surfaces, recording observation of any chipping, spalling, or abrasive wear
3. Re-grease the bearing."
"e95022b2-d00c-446b-a17f-1628df4fe3c7","42a8dde4-c964-4f6c-abff-ac3c01f891fe","2024-12-09T16:59:00.781847Z","2024-12-09T16:59:00.781847Z","2024-12-09T16:59:00.781847Z",BORESCOPE_INSPECTION,HIGH,2024-12-24T15:55:08.764Z,REQUIRED,"1. Perform thorough de-grease of Rotor Shaft/Bearing/RE. Note condition of removed grease and optionally, save sample for analysis
2. Perform careful photographic inspection of inner ring, outer ring, and rolling element surfaces, recording observation of any chipping, spalling, or abrasive wear
3. Re-grease the bearing."
"0e8b7985-7570-468e-8456-5a522946051d","fa3df726-c779-420a-9f9f-82cc981735d5","2024-12-09T17:00:44.843282Z","2025-07-30T12:47:23.914559Z","2024-12-09T17:00:44.843282Z",BORESCOPE_INSPECTION,HIGH,2024-12-24T15:55:08.764Z,COMPLETED,"1. Perform thorough de-grease of Rotor Shaft/Bearing/RE. Note condition of removed grease and optionally, save sample for analysis
2. Perform careful photographic inspection of inner ring, outer ring, and rolling element surfaces, recording observation of any chipping, spalling, or abrasive wear
3. Re-grease the bearing."
"9e0a8ff8-b8b6-4e5f-a5f3-f7766c1462cf","608c3da6-04b9-450f-a1e9-983a86e76795","2024-12-09T17:04:02.008708Z","2025-07-30T12:48:12.959761Z","2024-12-09T17:04:02.008708Z",BORESCOPE_INSPECTION,HIGH,2024-12-24T15:55:08.764Z,COMPLETED,"1. Perform thorough de-grease of Rotor Shaft/Bearing/RE. Note condition of removed grease and optionally, save sample for analysis
2. Perform careful photographic inspection of inner ring, outer ring, and rolling element surfaces, recording observation of any chipping, spalling, or abrasive wear
3. Re-grease the bearing."
"375f81de-2384-4de3-914e-1e4f0da6916d","c8cf4c0e-ddbe-4b28-8145-e6689843aee7","2024-12-09T17:15:14.285627Z","2024-12-09T17:15:22.517509Z","2024-12-09T17:15:14.285627Z",REPLACEMENT,HIGH,2024-09-18T00:00:00Z,COMPLETED,"Plan Rotor Shaft/Bearing/RE replacement."
"607dd7e3-51ac-4e1b-a4bf-429daab7fd11","dce1565c-034b-4397-a9e1-fc77ea2d5c16","2024-12-09T17:25:32.857211Z","2024-12-10T14:47:20.328566Z","2024-12-09T17:25:32.857211Z",REPLACEMENT,HIGH,2024-10-24T00:00:00Z,COMPLETED,"Plan Rotor Shaft/Bearing/RE replacement."
"3d119380-5e68-4a8b-ba00-4b56da8cc737","24aae57d-36ae-4d99-8271-239c9fbcbee0","2024-12-09T17:28:39.164257Z","2024-12-10T14:48:49.979895Z","2024-12-09T17:28:39.164257Z",REPLACEMENT,HIGH,2024-09-14T00:00:00Z,COMPLETED,"Plan Rotor Shaft/Bearing/RE replacement."
"4d622b3d-ff3a-4b41-8fac-11d68ca3b75f","6416f353-ca34-441c-8a49-a463bdb56f69","2024-12-09T17:48:19.525605Z","2024-12-09T17:48:34.050165Z","2024-12-09T17:48:19.525605Z",REPLACEMENT,HIGH,2024-10-20T00:00:00Z,COMPLETED,"Plan Gearbox replacement."
"1e572340-c007-4629-8e82-ae0064a02ed5","9d9ed0c0-ef39-4fd5-bffe-f9eec99fa58c","2024-12-09T17:52:54.594923Z","2024-12-09T17:53:02.840720Z","2024-12-09T17:52:54.594923Z",REPLACEMENT,HIGH,2024-02-07T00:00:00Z,COMPLETED,"Plan Gearbox replacement."
"3913adf2-959b-41e9-91e1-cd30d07e7322","2d19aaa5-88fc-40fe-bc01-73877d960dd6","2024-12-09T17:59:43.725640Z","2025-04-08T15:27:31.996943Z","2024-12-09T17:59:43.725640Z",BORESCOPE_INSPECTION,HIGH,2024-12-24T15:55:08.764Z,COMPLETED,"1. Perform thorough de-grease of Rotor Shaft/Bearing/RE. Note condition of removed grease and optionally, save sample for analysis
2. Perform careful photographic inspection of inner ring, outer ring, and rolling element surfaces, recording observation of any chipping, spalling, or abrasive wear
3. Re-grease the bearing."
"b8af4737-d45a-4c4c-9ca2-895d353ca4fa","f736484e-3dbc-4fef-a848-842accc39994","2024-12-09T18:01:53.129706Z","2024-12-09T18:02:01.400615Z","2024-12-09T18:01:53.129706Z",REPLACEMENT,HIGH,2024-04-17T00:00:00Z,COMPLETED,"Plan Rotor Shaft/Bearing/RE replacement."
"42e358d8-5a3b-4e8a-93ad-8df02982a7e2","143c2aae-ca57-4d23-8f4e-35245fa04c4a","2025-10-10T12:06:29.981079Z","2025-10-29T11:52:09.510653Z","2025-10-10T12:06:29.981079Z",BORESCOPE_INSPECTION,HIGH,2025-10-25T11:49:36.347Z,COMPLETED,
"d82e4676-2d7f-4937-bd4d-4136a9db50ac","5ccb6c4b-3276-4293-b217-a589d2c73637","2025-10-13T10:30:42.400990Z","2025-10-13T10:30:42.400990Z","2025-10-13T10:30:42.400990Z",BORESCOPE_INSPECTION,CRITICAL,2025-10-14T08:36:33.065Z,REQUIRED,"Perform borescope/endoscope inspection of gearbox, with emphasis on Gearbox/Planetary Stage 1/Planet/Wheel

*Ensure that every tooth on Gearbox/Planetary Stage 1/Planet/Wheel (s) gets thoroughly inspected for hairline cracks in addition to chipped or broken teeth

**Widespread abrasive wear on Ring teeth may be normal, depending on gearbox model **Ring tooth fractures may or may not be viable failure mode, depending on gearbox model."
"99618065-08d3-4fe9-be77-dbafb1a3fca2","5ddeb962-92e2-417b-83c0-e04e694bb5c7","2025-08-15T11:59:09.053287Z","2025-10-27T17:17:32.711145Z","2025-08-15T11:59:09.053287Z",BORESCOPE_INSPECTION,HIGH,2025-08-30T11:27:27.619Z,COMPLETED,"1. Perform thorough de-grease of Rotor Shaft/Bearing/RE. Note condition of removed grease and optionally, save sample for analysis
2. Perform careful photographic inspection of inner ring, outer ring, and rolling element surfaces, recording observation of any chipping, spalling, or abrasive wear
3. Re-grease the bearing."
"2e032c7d-6b1f-455c-8ebc-5d9e1ce24265","1d282f4a-578f-44f6-97d7-8a02d169f2d5","2025-02-10T15:32:57.738261Z","2025-03-13T11:41:24.874025Z","2025-02-10T15:32:57.738261Z",REPLACEMENT,CRITICAL,2025-02-11T15:29:09.615Z,COMPLETED,"Plan Rotor Shaft/Bearing/RE replacement."
"85f3bd69-c0b3-439c-bf32-5cd629fecb43","bfcce6b2-221c-4f4f-8e37-4816cdfb4795","2025-09-26T12:51:19.232780Z","2025-10-27T17:20:59.916901Z","2025-09-26T12:51:19.232780Z",BEARING_LUBRICATION,LOW,2026-01-24T12:36:50.128Z,COMPLETED,"1. Perform thorough de-grease of Rotor Shaft/Bearing/RE. Note condition of removed grease and optionally, save sample for analysis
2. Perform careful photographic inspection of inner ring, outer ring, and rolling element surfaces, recording observation of any chipping, spalling, or abrasive wear
3. Re-grease the bearing."
"5134303c-7059-496e-8eea-db4375bad9f0","5cffa4c9-69c0-4a83-bfbf-6dc4256e9064","2025-10-27T17:43:48.464282Z","2025-10-27T17:43:48.464282Z","2025-10-27T17:43:48.464282Z",TROUBLESHOOT,LOW,2026-02-24T17:10:49.250Z,REQUIRED,"Troubleshoot Gearbox/Planetary Stage 1/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Planetary Stage 1/Accelerometer accelerometer and/or cabling."
"62cc79e2-e441-445b-a53f-2fd8b90db0e6","adb305ff-a8e9-4221-9e5d-541eeeb262bf","2025-02-24T13:02:22.103742Z","2025-07-30T12:46:19.645520Z","2025-02-24T13:02:22.103742Z",BORESCOPE_INSPECTION,HIGH,2025-03-11T12:55:03.160Z,COMPLETED,"1. Perform thorough de-grease of Rotor Shaft/Bearing/RE. Note condition of removed grease and optionally, save sample for analysis
2. Perform careful photographic inspection of inner ring, outer ring, and rolling element surfaces, recording observation of any chipping, spalling, or abrasive wear
3. Re-grease the bearing."
"a94a26f6-c714-4581-8ba8-0d9de4accf86","dd37f163-faa5-42d2-a06c-4941d139f228","2025-02-27T13:12:55.511714Z","2025-02-27T13:12:55.511714Z","2025-02-27T13:12:55.511714Z",TROUBLESHOOT,LOW,2025-06-27T12:42:44.798Z,REQUIRED,"Troubleshoot Gearbox/Planetary Stage 1/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Planetary Stage 1/Accelerometer accelerometer and/or cabling."
"5ca9f124-f83a-48ed-9b7f-89c21f63ae88","e826eb19-e8ce-42bb-994a-83cf5a14a5f7","2025-10-27T17:45:36.954698Z","2025-10-27T17:45:36.954698Z","2025-10-27T17:45:36.954698Z",TROUBLESHOOT,LOW,2026-02-24T17:10:49.250Z,REQUIRED,"Troubleshoot Gearbox/Planetary Stage 1/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Planetary Stage 1/Accelerometer accelerometer and/or cabling."
"c6010de7-a188-48b6-9d23-c9c9785428fd","e176a404-1445-409f-957f-a7aa8ffe2609","2025-03-05T12:25:58.303019Z","2025-04-22T11:55:16.367452Z","2025-03-05T12:25:58.303019Z",REPLACEMENT,CRITICAL,2025-03-04T00:00:00Z,COMPLETED,"Inspected 10/10/2024. Spalling on races. Continue to run at full load until replacement. Bearing should be replaced 3/4/2025."
"5dcd36ba-0ad7-4cdf-9231-c5bd84ebae1f","873bda9c-470a-4381-b6a8-2ddd472f087c","2025-03-08T15:03:25.237115Z","2025-03-08T15:03:25.237115Z","2025-03-08T15:03:25.237115Z",TROUBLESHOOT,CRITICAL,2025-03-09T14:57:39.504Z,REQUIRED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"b1b67727-d98a-45f0-8c25-f8460acf7c4e","7915c2c1-2db5-4c85-8603-55c74a028b46","2025-03-24T16:37:47.168972Z","2025-04-28T13:17:13.160895Z","2025-03-24T16:37:47.168972Z",BORESCOPE_INSPECTION,HIGH,2025-04-08T15:19:22.787Z,COMPLETED,"Perform borescope/endoscope inspection of gearbox, with emphasis on Gearbox/Planetary Stage 1/Planet/Wheel

*Ensure that every tooth on Gearbox/Planetary Stage 1/Planet/Wheel (s) gets thoroughly inspected for hairline cracks in addition to chipped or broken teeth

**Widespread abrasive wear on Ring teeth may be normal, depending on gearbox model **Ring tooth fractures may or may not be viable failure mode, depending on gearbox model."
"06de457c-6120-48eb-9929-c1ab9a6cfc3e","5877cc16-733a-4a33-9fde-e16a41822f81","2025-04-01T15:17:57.028014Z","2025-08-25T16:34:38.233220Z","2025-04-01T15:17:57.028014Z",TROUBLESHOOT,CRITICAL,2025-04-02T15:13:19.899Z,COMPLETED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"d1a26bc4-d5a2-43f7-bbdf-6beec0ec6c7b","684a887e-c952-4bb1-a81f-8194ce70dac0","2025-04-10T15:42:59.689906Z","2025-08-18T15:05:40.663766Z","2025-04-10T15:42:59.689906Z",BORESCOPE_INSPECTION,HIGH,2025-04-25T13:49:23.044Z,COMPLETED,"Signal strength hit 3.5 on 2025-03-12

1. Perform thorough de-grease of Rotor Shaft/Bearing/RE. Note condition of removed grease and optionally, save sample for analysis
2. Perform careful photographic inspection of inner ring, outer ring, and rolling element surfaces, recording observation of any chipping, spalling, or abrasive wear
3. Re-grease the bearing."
"31411c1f-5447-497a-a0d4-36a1bce17c51","9592e5f9-d532-4d27-85f2-f42c4ec92fd9","2025-04-10T15:56:17.131673Z","2025-07-30T12:45:34.811426Z","2025-04-10T15:56:17.131673Z",BORESCOPE_INSPECTION,HIGH,2025-04-25T13:49:23.044Z,COMPLETED,"Signal strength crossed the 3.5 threshold on 2025-02-25.

1. Perform thorough de-grease of Rotor Shaft/Bearing/RE. Note condition of removed grease and optionally, save sample for analysis
2. Perform careful photographic inspection of inner ring, outer ring, and rolling element surfaces, recording observation of any chipping, spalling, or abrasive wear
3. Re-grease the bearing."
"bc12d6b2-e3e1-4744-8f65-082a425c4bcb","14cda02d-b90b-4c94-b896-a7041c793d3e","2025-04-28T13:25:46.528467Z","2025-06-24T12:07:22.794376Z","2025-04-28T13:25:46.528467Z",BORESCOPE_INSPECTION,HIGH,2025-05-13T12:45:50.212Z,COMPLETED,"Perform borescope/endoscope inspection of gearbox, with emphasis on Gearbox/Planetary Stage 1/Planet/Wheel

*Ensure that every tooth on Gearbox/Planetary Stage 1/Planet/Wheel (s) gets thoroughly inspected for hairline cracks in addition to chipped or broken teeth

**Widespread abrasive wear on Ring teeth may be normal, depending on gearbox model **Ring tooth fractures may or may not be viable failure mode, depending on gearbox model."
"6a155b3c-cfa3-4abb-b143-0ac14552d9ee","d1f83e6e-84eb-40e7-b329-345aa6e9963e","2025-05-20T13:00:14.273056Z","2025-05-20T13:00:14.273056Z","2025-05-20T13:00:14.273056Z",BORESCOPE_INSPECTION,HIGH,2025-06-04T12:59:22.468Z,REQUIRED,"1. Perform thorough de-grease of Rotor Shaft/Bearing/RE. Note condition of removed grease and optionally, save sample for analysis
2. Perform careful photographic inspection of inner ring, outer ring, and rolling element surfaces, recording observation of any chipping, spalling, or abrasive wear
3. Re-grease the bearing."
"20022b4a-4965-4e98-81de-23196579b1cb","471123fc-1eff-43e7-b947-b1096e4eb23c","2025-10-29T12:04:46.190199Z","2025-10-29T12:04:46.190199Z","2025-10-29T12:04:46.190199Z",TROUBLESHOOT,LOW,2026-02-26T11:24:57.133Z,REQUIRED,"Troubleshoot Rotor Shaft/Bearing/RE/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Rotor Shaft/Bearing/RE/Accelerometer accelerometer and/or cabling."
"06d7c94f-b1dd-41bb-a8cb-3e9a53d8aea0","0b2c3dca-67b0-4651-915b-f57f22c68799","2025-10-29T12:16:16.631188Z","2025-10-29T12:16:16.631188Z","2025-10-29T12:16:16.631188Z",TROUBLESHOOT,CRITICAL,2025-10-30T12:14:30.137Z,REQUIRED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"5c2bcd41-e7f0-4ccd-8093-3496b0be7418","0b2c3dca-67b0-4651-915b-f57f22c68799","2025-10-29T12:16:16.657651Z","2025-10-29T12:16:16.657651Z","2025-10-29T12:16:16.657651Z",TROUBLESHOOT,CRITICAL,2025-10-30T12:14:30.137Z,REQUIRED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"f3fbbb0b-6ab4-44f6-92d0-a922907313b4","d3c7a6ff-493e-475f-8c9c-3c369e13b32b","2025-10-29T12:29:34.036685Z","2025-10-29T12:29:34.036685Z","2025-10-29T12:29:34.036685Z",TROUBLESHOOT,LOW,2026-02-26T12:24:38.170Z,REQUIRED,"Troubleshoot Rotor Shaft/Bearing/RE/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Rotor Shaft/Bearing/RE/Accelerometer accelerometer and/or cabling."
"a8caf99f-1e0e-4c05-9fcb-6ea5287f814f","6462a167-505c-4823-911e-19284bcd0832","2025-07-22T12:38:26.980656Z","2025-09-22T12:49:42.449764Z","2025-07-22T12:38:26.980656Z",BORESCOPE_INSPECTION,HIGH,2025-08-06T12:17:11.653Z,COMPLETED,"1. Perform thorough de-grease of Rotor Shaft/Bearing/RE. Note condition of removed grease and optionally, save sample for analysis
2. Perform careful photographic inspection of inner ring, outer ring, and rolling element surfaces, recording observation of any chipping, spalling, or abrasive wear
3. Re-grease the bearing."
"19000084-220b-475f-b459-edb29f71b5f6","3ba41dba-b4b2-47f2-bf9e-d7e71246da1d","2025-07-28T11:31:31.641167Z","2025-07-28T11:31:31.641167Z","2025-07-28T11:31:31.641167Z",BORESCOPE_INSPECTION,HIGH,2025-08-12T11:23:45.047Z,REQUIRED,"1. Perform thorough de-grease of Rotor Shaft/Bearing/RE. Note condition of removed grease and optionally, save sample for analysis
2. Perform careful photographic inspection of inner ring, outer ring, and rolling element surfaces, recording observation of any chipping, spalling, or abrasive wear
3. Re-grease the bearing."
"908f8eac-733e-4eea-b1e2-b1dd4f97571a","a66cdcf9-cadf-4915-a302-f903a68f24cb","2025-09-02T11:23:26.749763Z","2025-09-02T11:23:26.749763Z","2025-09-02T11:23:26.749763Z",TROUBLESHOOT,LOW,2025-12-31T11:10:03.379Z,REQUIRED,"Troubleshoot Gearbox/Planetary Stage 1/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Planetary Stage 1/Accelerometer accelerometer and/or cabling."
"7fa2f931-4488-4e08-bbc8-2010a821c3dd","70678901-ce3d-5cbc-be00-10818f59dd44","2023-09-07T13:00:09.494320Z","2025-03-18T10:33:27.724987Z","2023-09-07T13:00:09.494320Z",BORESCOPE_INSPECTION,LOW,2023-10-07T12:59:55.356Z,COMPLETED,test
"406e07da-4d71-4ee8-9ced-645ca5aace69","4ae916c4-1ede-4d11-bc24-2eb513336db2","2025-10-22T15:20:19.113110Z","2025-10-27T11:11:05.837328Z","2025-10-22T15:20:19.113110Z",TROUBLESHOOT,CRITICAL,2025-10-23T15:12:37.183Z,COMPLETED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"1ab9297b-8d0d-4e55-9f5a-5a723aaa8b16","744ef6be-6c0b-4bef-9051-27cc542cf5c5","2025-10-28T10:06:02.629370Z","2025-10-28T10:06:02.629370Z","2025-10-28T10:06:02.629370Z",TROUBLESHOOT,HIGH,2025-11-12T08:57:35.459Z,REQUIRED,"Potential Gearbox Sensor 1 short circuit. Bias Offset Voltage shows compromised data quality due to excessive signal strength, low signal strength, or indications of electrical interference with the sensor. 

Troubleshoot Gearbox/Planetary Stage 1/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Planetary Stage 1/Accelerometer accelerometer and/or cabling."
"8c99d5aa-c38b-4828-bddd-5e396748e8fe","22d915f9-436c-4d62-a902-ab205121fd7a","2025-03-13T18:21:13.692786Z","2025-08-18T09:53:49.731657Z","2025-03-13T18:21:13.692786Z",TROUBLESHOOT,CRITICAL,2025-03-14T18:16:10.189Z,COMPLETED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"30c36dc7-387e-4b20-8b51-36bce35b1c6e","8e8af16b-6bf5-4763-bcd3-4a1b26cdbcf5","2025-03-13T18:24:24.349994Z","2025-08-18T09:53:11.729704Z","2025-03-13T18:24:24.349994Z",TROUBLESHOOT,CRITICAL,2025-03-14T18:16:10.189Z,COMPLETED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"a0d82d66-8a92-4291-948c-683f34eb490e","56ec7694-26d2-41dc-bbc5-c303cb54203b","2025-03-13T18:36:09.914792Z","2025-03-13T18:36:09.914792Z","2025-03-13T18:36:09.914792Z",TROUBLESHOOT,LOW,2025-07-11T18:34:30.351Z,REQUIRED,"Troubleshoot Gearbox/High Speed Shaft/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/High Speed Shaft/Accelerometer accelerometer and/or cabling."
"d61a5ab9-b6a6-4b86-8faa-c7cb1008f11f","311d6a2a-161f-4c88-926b-4ae08a595068","2025-03-13T18:41:50.342978Z","2025-08-18T09:58:08.720626Z","2025-03-13T18:41:50.342978Z",TROUBLESHOOT,CRITICAL,2025-03-14T18:34:30.351Z,COMPLETED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"d2b09668-f48b-4625-90db-43be85e1ebee","00b2c373-b177-49e6-a644-108104ddcb7c","2025-03-13T18:42:48.394398Z","2025-08-18T09:52:32.603083Z","2025-03-13T18:42:48.394398Z",TROUBLESHOOT,CRITICAL,2025-03-14T18:34:30.351Z,COMPLETED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"7ef68f8b-fe30-4ae9-bf17-e39805731031","ce7420e4-f48a-41f2-b8aa-03793be9c33c","2025-03-14T14:00:34.297260Z","2025-11-03T09:57:04.970036Z","2025-03-14T14:00:34.297260Z",TROUBLESHOOT,LOW,2025-07-12T13:27:33.488Z,COMPLETED,"Troubleshoot Gearbox/Planetary Stage 1/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Planetary Stage 1/Accelerometer accelerometer and/or cabling."
"c60b8d8d-1dda-4479-9a44-f9f4c648f596","8ca9e345-5989-4b67-98f6-e1fff0ba19d1","2025-03-14T14:01:05.688130Z","2025-03-14T14:01:05.688130Z","2025-03-14T14:01:05.688130Z",TROUBLESHOOT,LOW,2025-07-12T13:27:33.488Z,REQUIRED,"Troubleshoot Rotor Shaft/Bearing/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Rotor Shaft/Bearing/Accelerometer accelerometer and/or cabling."
"10316cf2-6254-44b0-b491-2ece61ce3b17","c2697cb3-ce58-41d0-8ff1-9649513dd502","2025-03-14T14:01:33.171207Z","2025-03-14T14:01:33.171207Z","2025-03-14T14:01:33.171207Z",TROUBLESHOOT,LOW,2025-07-12T13:27:33.488Z,REQUIRED,"Troubleshoot Gearbox/Planetary Stage 2/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Planetary Stage 2/Accelerometer accelerometer and/or cabling."
"0c06f4a4-2b49-4076-ac07-36419f74f751","5275a3a2-b223-4c32-95a0-aa2da26bf10d","2025-03-14T14:01:51.520106Z","2025-03-14T14:01:51.520106Z","2025-03-14T14:01:51.520106Z",TROUBLESHOOT,LOW,2025-07-12T13:27:33.488Z,REQUIRED,"Troubleshoot Generator/Shaft/Accelerometer/NDE accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Generator/Shaft/Accelerometer/NDE accelerometer and/or cabling."
"711b34d5-44cf-4296-9229-61309d384715","5a1a7c2d-0506-4506-bfc1-916df204bdb2","2025-03-14T14:02:26.465133Z","2025-03-14T14:02:26.465133Z","2025-03-14T14:02:26.465133Z",TROUBLESHOOT,LOW,2025-07-12T13:27:33.488Z,REQUIRED,"Troubleshoot Gearbox/Planetary Stage 2/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Planetary Stage 2/Accelerometer accelerometer and/or cabling."
"2b6d5e50-ba3e-4e56-b604-b15b1632527a","47c7d76d-9658-4f19-bac7-ece917eb6e17","2025-03-20T12:36:07.117960Z","2025-05-30T08:32:48.505255Z","2025-03-20T12:36:07.117960Z",BEARING_REPLACEMENT,HIGH,2025-04-04T12:29:36.441Z,COMPLETED,"Plan Generator/Shaft/Bearing/NDE replacement timeline on findings from the following checks:
1. If readily accessible, check SCADA data for elevated Generator/Shaft/Bearing/NDE PT-100 temperature indications
2. Check generator bearing grease condition for discoloration or other signs of excessive heating or damage
3. Perform auditory check for sounds indicative of advanced bearing damage

**In case of OUTER RING ESD / FLUTING failure mode diagnosis:
*check integrity of generator shaft electrical grounding components via tests by certified party
*check electrical and mechanical integrity of slip-ring/brush assembly on applicable generators."
"27c9d622-46d2-4363-a2b7-f4e384ef2430","e47f42a2-3f92-41fb-8757-a1d201647fa6","2025-03-21T09:59:28.619763Z","2025-04-10T07:24:14.337534Z","2025-03-21T09:59:28.619763Z",BORESCOPE_INSPECTION,HIGH,2025-04-05T09:58:00.398Z,COMPLETED,"Perform careful photographic inspection of inner ring, outer ring, and rolling element surfaces, recording observation of any chipping, spalling, or abrasive wear"
"e8760f9f-be0c-4f5e-9ccd-316477cb1b23","126503f3-62ad-40ac-919f-782765bf75fd","2025-04-01T08:40:23.435437Z","2025-06-02T12:27:36.588759Z","2025-04-01T08:40:23.435437Z",TROUBLESHOOT,CRITICAL,2025-04-02T06:39:32.483Z,COMPLETED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"60b8745a-c99c-48eb-95e3-8c613e14f717","ec237437-12dc-4310-bc15-7310f475cb25","2025-04-01T08:41:03.531451Z","2025-06-02T12:27:23.381082Z","2025-04-01T08:41:03.531451Z",TROUBLESHOOT,CRITICAL,2025-04-02T06:39:32.483Z,COMPLETED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide. No data is available due to a potential CMS unit or network equipment issue."
"c4115e3e-8b61-4893-b741-046c1cf6f74c","eac4d898-9d02-4b4f-99d8-d471d97dc4e8","2025-04-01T08:51:01.257953Z","2025-06-02T12:27:31.322913Z","2025-04-01T08:51:01.257953Z",TROUBLESHOOT,CRITICAL,2025-04-02T06:39:32.483Z,COMPLETED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"f9a4d779-97fa-4912-b6eb-9c7faba0ff82","9b17b8fc-9910-48c0-bf88-8c4f607cbeba","2025-10-22T15:21:30.539476Z","2025-10-22T15:21:30.539476Z","2025-10-22T15:21:30.539476Z",TROUBLESHOOT,CRITICAL,2025-10-23T15:12:37.183Z,REQUIRED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"de143d07-f6af-4fc0-8ffa-a26712dd1740","f68f6650-7d22-4e20-91aa-3d21e83760cd","2025-10-22T15:23:00.961822Z","2025-10-22T15:23:00.961822Z","2025-10-22T15:23:00.961822Z",TROUBLESHOOT,CRITICAL,2025-10-23T15:12:37.183Z,REQUIRED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"c2be928e-f9a2-4ff7-89f8-08fd8ff7dbf1","2f547a21-85dc-41db-8409-c6d5b1c7305c","2025-05-19T08:45:53.304152Z","2025-06-05T08:41:37.438613Z","2025-05-19T08:45:53.304152Z",BORESCOPE_INSPECTION,HIGH,2025-06-03T07:28:24.826Z,COMPLETED,"1. Access the Rotor Shaft Bearing through the inspection port or by removing the cover plate.
2. Remove the grease in the inspection area. 
3.Take pictures of the removed grease for documentation. Note any abnormalities like fine particles or discoloration. Optionally, save a sample for analysis. Document the grease in the grease tray with pictures noting any abnormalities like excessive grease, fine particles, discoloration.
4. Perform carefully a photographic inspection of inner ring, outer ring, and rolling element surfaces, recording observations of any chipping, spalling, or abrasive wear.
5. Refill bearing grease taking notes of the amount of grease added."
